"filename", "language", "Markdown", "TypeScript", "YAML", "JSON", "JSON with Comments", "Skill", "TypeScript JSX", "JavaScript", "HTML", "XML", "PostCSS", "comment", "blank", "total"
"c:\Users\chris\Desktop\dandilion\src\renderer\hooks\useAsyncData.ts", "TypeScript", 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 9, 73
"c:\Users\chris\Desktop\dandilion\src\renderer\hooks\useBrowser.ts", "TypeScript", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 27
"c:\Users\chris\Desktop\dandilion\src\renderer\hooks\useModalOverlay.ts", "TypeScript", 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 5, 55
"c:\Users\chris\Desktop\dandilion\src\renderer\index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 14, 1, 28
"c:\Users\chris\Desktop\dandilion\src\renderer\lib\cn.ts", "TypeScript", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 8
"c:\Users\chris\Desktop\dandilion\src\renderer\lib\commands.ts", "TypeScript", 0, 228, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 15, 260
"c:\Users\chris\Desktop\dandilion\src\renderer\lib\downloads.ts", "TypeScript", 0, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 112
"c:\Users\chris\Desktop\dandilion\src\renderer\lib\events.ts", "TypeScript", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 17
"c:\Users\chris\Desktop\dandilion\src\renderer\lib\history.ts", "TypeScript", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 4, 46
"c:\Users\chris\Desktop\dandilion\src\renderer\lib\navigation.ts", "TypeScript", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 3, 26
"c:\Users\chris\Desktop\dandilion\src\renderer\lib\tab-colors.ts", "TypeScript", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 32
"c:\Users\chris\Desktop\dandilion\src\renderer\lib\theme.ts", "TypeScript", 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 10, 73
"c:\Users\chris\Desktop\dandilion\src\renderer\lib\trpc\client.ts", "TypeScript", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 13
"c:\Users\chris\Desktop\dandilion\src\renderer\lib\trpc\link.ts", "TypeScript", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 4, 43
"c:\Users\chris\Desktop\dandilion\src\renderer\main.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 9, 5, 26
"c:\Users\chris\Desktop\dandilion\src\renderer\pages\AboutPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 158, 0, 0, 0, 0, 2, 14, 174
"c:\Users\chris\Desktop\dandilion\src\renderer\pages\BookmarksPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 222, 0, 0, 0, 0, 1, 15, 238
"c:\Users\chris\Desktop\dandilion\src\renderer\pages\CookiesPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 209, 0, 0, 0, 0, 1, 14, 224
"c:\Users\chris\Desktop\dandilion\src\renderer\pages\DownloadsPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 210, 0, 0, 0, 0, 0, 15, 225
"c:\Users\chris\Desktop\dandilion\src\renderer\pages\ExtensionsPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 149, 0, 0, 0, 0, 0, 11, 160
"c:\Users\chris\Desktop\dandilion\src\renderer\pages\HistoryPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 234, 0, 0, 0, 0, 1, 15, 250
"c:\Users\chris\Desktop\dandilion\src\renderer\pages\InternalPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 1, 2, 40
"c:\Users\chris\Desktop\dandilion\src\renderer\pages\NewTabPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 112, 0, 0, 0, 0, 0, 10, 122
"c:\Users\chris\Desktop\dandilion\src\renderer\pages\PageShell.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 1, 3, 36
"c:\Users\chris\Desktop\dandilion\src\renderer\pages\PasswordsPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 469, 0, 0, 0, 0, 21, 36, 526
"c:\Users\chris\Desktop\dandilion\src\renderer\pages\PermissionsPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 190, 0, 0, 0, 0, 2, 12, 204
"c:\Users\chris\Desktop\dandilion\src\renderer\pages\SettingsPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 965, 0, 0, 0, 0, 12, 41, 1018
"c:\Users\chris\Desktop\dandilion\src\renderer\popup\PopupApp.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 105, 0, 0, 0, 0, 22, 12, 139
"c:\Users\chris\Desktop\dandilion\src\renderer\popup\usePopupTrigger.ts", "TypeScript", 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 6, 53
"c:\Users\chris\Desktop\dandilion\src\renderer\providers\AppProvider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 87, 0, 0, 0, 0, 12, 12, 111
"c:\Users\chris\Desktop\dandilion\src\renderer\stores\ai.store.ts", "TypeScript", 0, 118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 13, 139
"c:\Users\chris\Desktop\dandilion\src\renderer\stores\browser.store.ts", "TypeScript", 0, 176, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 18, 220
"c:\Users\chris\Desktop\dandilion\src\renderer\stores\downloads.store.ts", "TypeScript", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 40
"c:\Users\chris\Desktop\dandilion\src\renderer\stores\reader.store.ts", "TypeScript", 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 47
"c:\Users\chris\Desktop\dandilion\src\renderer\stores\tab-preview.store.ts", "TypeScript", 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 58
"c:\Users\chris\Desktop\dandilion\src\renderer\stores\toast.store.ts", "TypeScript", 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 64
"c:\Users\chris\Desktop\dandilion\src\renderer\stores\ui.store.ts", "TypeScript", 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 8, 103
"c:\Users\chris\Desktop\dandilion\src\renderer\stores\update.store.ts", "TypeScript", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 8, 59
"c:\Users\chris\Desktop\dandilion\src\renderer\styles\globals.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 248, 45, 34, 327
"c:\Users\chris\Desktop\dandilion\src\shared\constants\app.ts", "TypeScript", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 6, 38
"c:\Users\chris\Desktop\dandilion\src\shared\constants\commands.ts", "TypeScript", 0, 485, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 15, 522
"c:\Users\chris\Desktop\dandilion\src\shared\constants\index.ts", "TypeScript", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\chris\Desktop\dandilion\src\shared\constants\internal-pages.ts", "TypeScript", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 38
"c:\Users\chris\Desktop\dandilion\src\shared\constants\limits.ts", "TypeScript", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 1, 27
"c:\Users\chris\Desktop\dandilion\src\shared\constants\search-engines.ts", "TypeScript", 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 71
"c:\Users\chris\Desktop\dandilion\src\shared\constants\settings.defaults.ts", "TypeScript", 0, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 103
"c:\Users\chris\Desktop\dandilion\src\shared\ipc\bridge.ts", "TypeScript", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 38
"c:\Users\chris\Desktop\dandilion\src\shared\ipc\channels.ts", "TypeScript", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 2, 15
"c:\Users\chris\Desktop\dandilion\src\shared\ipc\contract.ts", "TypeScript", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 4, 24
"c:\Users\chris\Desktop\dandilion\src\shared\ipc\index.ts", "TypeScript", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\chris\Desktop\dandilion\src\shared\schemas\ai.schema.ts", "TypeScript", 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 36
"c:\Users\chris\Desktop\dandilion\src\shared\schemas\browsing.schema.ts", "TypeScript", 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 4, 79
"c:\Users\chris\Desktop\dandilion\src\shared\schemas\common.ts", "TypeScript", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 20
"c:\Users\chris\Desktop\dandilion\src\shared\schemas\index.ts", "TypeScript", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"c:\Users\chris\Desktop\dandilion\src\shared\schemas\omnibox.schema.ts", "TypeScript", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 20
"c:\Users\chris\Desktop\dandilion\src\shared\schemas\popup.schema.ts", "TypeScript", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 24
"c:\Users\chris\Desktop\dandilion\src\shared\schemas\privacy.schema.ts", "TypeScript", 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 68
"c:\Users\chris\Desktop\dandilion\src\shared\schemas\settings.schema.ts", "TypeScript", 0, 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14, 132
"c:\Users\chris\Desktop\dandilion\src\shared\schemas\tabs.schema.ts", "TypeScript", 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 72
"c:\Users\chris\Desktop\dandilion\src\shared\schemas\vault.schema.ts", "TypeScript", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 40
"c:\Users\chris\Desktop\dandilion\src\shared\schemas\workspaces.schema.ts", "TypeScript", 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 40
"c:\Users\chris\Desktop\dandilion\src\shared\types\ai.ts", "TypeScript", 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 10, 58
"c:\Users\chris\Desktop\dandilion\src\shared\types\browsing.ts", "TypeScript", 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 12, 100
"c:\Users\chris\Desktop\dandilion\src\shared\types\command.ts", "TypeScript", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 2, 31
"c:\Users\chris\Desktop\dandilion\src\shared\types\events.ts", "TypeScript", 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 6, 85
"c:\Users\chris\Desktop\dandilion\src\shared\types\ids.ts", "TypeScript", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 2, 27
"c:\Users\chris\Desktop\dandilion\src\shared\types\index.ts", "TypeScript", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 24
"c:\Users\chris\Desktop\dandilion\src\shared\types\omnibox.ts", "TypeScript", 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 4, 48
"c:\Users\chris\Desktop\dandilion\src\shared\types\popup.ts", "TypeScript", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 25
"c:\Users\chris\Desktop\dandilion\src\shared\types\privacy.ts", "TypeScript", 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 16, 104
"c:\Users\chris\Desktop\dandilion\src\shared\types\profile.ts", "TypeScript", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 2, 26
"c:\Users\chris\Desktop\dandilion\src\shared\types\result.ts", "TypeScript", 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 11, 54
"c:\Users\chris\Desktop\dandilion\src\shared\types\search.ts", "TypeScript", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 16
"c:\Users\chris\Desktop\dandilion\src\shared\types\session.ts", "TypeScript", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 42
"c:\Users\chris\Desktop\dandilion\src\shared\types\settings.ts", "TypeScript", 0, 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 14, 146
"c:\Users\chris\Desktop\dandilion\src\shared\types\sync.ts", "TypeScript", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 28
"c:\Users\chris\Desktop\dandilion\src\shared\types\tab.ts", "TypeScript", 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 17, 119
"c:\Users\chris\Desktop\dandilion\src\shared\types\update.ts", "TypeScript", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 2, 42
"c:\Users\chris\Desktop\dandilion\src\shared\types\vault.ts", "TypeScript", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 7, 56
"c:\Users\chris\Desktop\dandilion\src\shared\types\window.ts", "TypeScript", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 4, 33
"c:\Users\chris\Desktop\dandilion\src\shared\types\workspace.ts", "TypeScript", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 4, 33
"c:\Users\chris\Desktop\dandilion\src\shared\utils\calculator.ts", "TypeScript", 0, 184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 18, 212
"c:\Users\chris\Desktop\dandilion\src\shared\utils\debounce.ts", "TypeScript", 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 69
"c:\Users\chris\Desktop\dandilion\src\shared\utils\format.ts", "TypeScript", 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 59
"c:\Users\chris\Desktop\dandilion\src\shared\utils\id.ts", "TypeScript", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 4, 49
"c:\Users\chris\Desktop\dandilion\src\shared\utils\index.ts", "TypeScript", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"c:\Users\chris\Desktop\dandilion\src\shared\utils\split.ts", "TypeScript", 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 9, 75
"c:\Users\chris\Desktop\dandilion\src\shared\utils\timezone.ts", "TypeScript", 0, 229, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 30, 316
"c:\Users\chris\Desktop\dandilion\src\shared\utils\units.ts", "TypeScript", 0, 199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 22, 229
"c:\Users\chris\Desktop\dandilion\src\shared\utils\url.ts", "TypeScript", 0, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 18, 158
"c:\Users\chris\Desktop\dandilion\tests\e2e\app.spec.ts", "TypeScript", 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 10, 55
"c:\Users\chris\Desktop\dandilion\tests\integration\components.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 8, 8, 55
"c:\Users\chris\Desktop\dandilion\tests\integration\control-labels.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 10, 5, 54
"c:\Users\chris\Desktop\dandilion\tests\integration\overlay-focus.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 70, 0, 0, 0, 0, 14, 17, 101
"c:\Users\chris\Desktop\dandilion\tests\integration\permission-prompt.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 5, 13, 74
"c:\Users\chris\Desktop\dandilion\tests\integration\update-chip.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 2, 11, 73
"c:\Users\chris\Desktop\dandilion\tests\setup\renderer.setup.ts", "TypeScript", 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 7, 65
"c:\Users\chris\Desktop\dandilion\tests\unit\accelerator-label.test.ts", "TypeScript", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 37
"c:\Users\chris\Desktop\dandilion\tests\unit\ai-key-storage.test.ts", "TypeScript", 0, 132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 27, 177
"c:\Users\chris\Desktop\dandilion\tests\unit\ai-service.test.ts", "TypeScript", 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 16, 129
"c:\Users\chris\Desktop\dandilion\tests\unit\block-engine.test.ts", "TypeScript", 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 33
"c:\Users\chris\Desktop\dandilion\tests\unit\bookmarks-service.test.ts", "TypeScript", 0, 118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 21, 151
"c:\Users\chris\Desktop\dandilion\tests\unit\browser-store.test.ts", "TypeScript", 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 85
"c:\Users\chris\Desktop\dandilion\tests\unit\calculator.test.ts", "TypeScript", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 29
"c:\Users\chris\Desktop\dandilion\tests\unit\chrome-csp.test.ts", "TypeScript", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 8, 56
"c:\Users\chris\Desktop\dandilion\tests\unit\downloads-service.test.ts", "TypeScript", 0, 327, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 64, 440
"c:\Users\chris\Desktop\dandilion\tests\unit\extensions-service.test.ts", "TypeScript", 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 11, 69
"c:\Users\chris\Desktop\dandilion\tests\unit\format.test.ts", "TypeScript", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 32
"c:\Users\chris\Desktop\dandilion\tests\unit\history-grouping.test.ts", "TypeScript", 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13, 69
"c:\Users\chris\Desktop\dandilion\tests\unit\history-prune.test.ts", "TypeScript", 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 57
"c:\Users\chris\Desktop\dandilion\tests\unit\history-title.test.ts", "TypeScript", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 35
"c:\Users\chris\Desktop\dandilion\tests\unit\like-escape.test.ts", "TypeScript", 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 8, 52
"c:\Users\chris\Desktop\dandilion\tests\unit\media-url.test.ts", "TypeScript", 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 41
"c:\Users\chris\Desktop\dandilion\tests\unit\merge.test.ts", "TypeScript", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 24
"c:\Users\chris\Desktop\dandilion\tests\unit\omnibox-clipboard.test.ts", "TypeScript", 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 13, 86
"c:\Users\chris\Desktop\dandilion\tests\unit\permission-check.test.ts", "TypeScript", 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 9, 79
"c:\Users\chris\Desktop\dandilion\tests\unit\permission-request-window.test.ts", "TypeScript", 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 17, 114
"c:\Users\chris\Desktop\dandilion\tests\unit\popup-host.test.ts", "TypeScript", 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 15, 94
"c:\Users\chris\Desktop\dandilion\tests\unit\split-layout.test.ts", "TypeScript", 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16, 87
"c:\Users\chris\Desktop\dandilion\tests\unit\tab-close-siblings.test.ts", "TypeScript", 0, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 27, 163
"c:\Users\chris\Desktop\dandilion\tests\unit\tab-defects.test.ts", "TypeScript", 0, 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 20, 150
"c:\Users\chris\Desktop\dandilion\tests\unit\tab-print.test.ts", "TypeScript", 0, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 18, 145
"c:\Users\chris\Desktop\dandilion\tests\unit\tab-webcontents.test.ts", "TypeScript", 0, 163, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 29, 209
"c:\Users\chris\Desktop\dandilion\tests\unit\tab-window-scope.test.ts", "TypeScript", 0, 119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 19, 148
"c:\Users\chris\Desktop\dandilion\tests\unit\third-party.test.ts", "TypeScript", 0, 168, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 30, 229
"c:\Users\chris\Desktop\dandilion\tests\unit\timezone.test.ts", "TypeScript", 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 16, 102
"c:\Users\chris\Desktop\dandilion\tests\unit\unique-save-path.test.ts", "TypeScript", 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9, 49
"c:\Users\chris\Desktop\dandilion\tests\unit\units.test.ts", "TypeScript", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 23
"c:\Users\chris\Desktop\dandilion\tests\unit\update-service.test.ts", "TypeScript", 0, 207, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 48, 261
"c:\Users\chris\Desktop\dandilion\tests\unit\update-store.test.ts", "TypeScript", 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 17, 91
"c:\Users\chris\Desktop\dandilion\tests\unit\url.test.ts", "TypeScript", 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 10, 90
"c:\Users\chris\Desktop\dandilion\tests\unit\web-content-url.test.ts", "TypeScript", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 6, 44
"c:\Users\chris\Desktop\dandilion\tsconfig.base.json", "JSON", 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 4, 38
"c:\Users\chris\Desktop\dandilion\tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 1, 10
"c:\Users\chris\Desktop\dandilion\tsconfig.node.json", "JSON", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15
"c:\Users\chris\Desktop\dandilion\tsconfig.web.json", "JSON", 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"c:\Users\chris\Desktop\dandilion\vitest.config.ts", "TypeScript", 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 53
"Total", "-", 2461, 24408, 78, 10946, 35, 3737, 7527, 235, 13, 25, 248, 2669, 7325, 59707
